row,risk,cls,wti_fc
170,1.0,2,55.62748718261719
171,1.0,2,58.1369743347168
172,1.0,2,56.185150146484375
173,1.0,2,55.90631866455078
174,1.0,2,57.57931137084961
175,1.0,2,59.809967041015625
176,1.0,2,58.41580581665039
177,1.0,2,58.1369743347168
178,1.0,2,57.021644592285156
179,1.0,1,60.92529296875
180,1.0,2,60.92529296875
181,1.0,2,60.92529296875
182,1.0,2,59.53113555908203
183,1.0,2,60.36763000488281
184,1.0,2,60.08879852294922
185,1.0,2,63.99244689941406
186,1.0,2,62.319454193115234
187,1.0,2,61.204124450683594
188,1.0,2,60.92529296875
189,1.0,2,63.434783935546875
190,1.0,2,62.59828567504883
191,1.0,2,63.99244689941406
192,1.0,2,63.434783935546875
193,1.0,2,65.10777282714844
194,1.0,2,64.55010986328125
195,1.0,1,62.87711715698242
196,1.0,1,60.646461486816406
197,1.0,2,58.97346878051758
198,1.0,1,58.1369743347168
199,1.0,2,57.021644592285156
200,1.0,2,55.90631866455078
201,1.0,2,55.90631866455078
202,1.0,1,54.790992736816406
203,1.0,1,54.790992736816406
204,1.0,1,50.88734436035156
205,1.0,1,49.77201461791992
206,1.0,1,48.935516357421875
207,1.0,1,49.77201461791992
208,1.0,1,48.65668487548828
209,1.0,1,46.704864501953125
210,1.0,1,43.916542053222656
211,1.0,1,43.35887908935547
212,1.0,1,44.19537353515625
213,1.0,1,42.24354934692383
214,1.0,1,39.17639923095703
215,1.0,1,35.27275085449219
216,1.0,1,36.10924530029297
217,1.0,1,33.87859344482422
218,1.0,1,35.55158233642578
219,1.0,1,34.43625259399414
220,1.0,1,35.830413818359375
221,1.0,1,36.38807678222656
222,1.0,1,37.7822380065918
223,1.0,1,38.06106948852539
224,1.0,1,37.5034065246582
225,1.0,1,39.73406219482422
226,1.0,1,43.35887908935547
227,1.0,1,47.541358947753906
228,1.0,1,48.935516357421875
229,1.0,1,50.88734436035156
230,1.0,1,51.166175842285156
231,1.0,1,52.28150177001953
232,1.0,1,49.77201461791992
233,1.0,1,48.65668487548828
234,1.0,1,50.050846099853516
235,1.0,1,52.560333251953125
236,0.9921875,1,55.90631866455078
237,0.99609375,1,56.74281311035156
238,0.984375,1,56.46398162841797
239,0.9921875,1,60.08879852294922
