f0,f1,f2,f3,f4,f5,f6,f7,label
-2.9411,0.0000,0.p796,0.0000,0.0000,0.0000,3.9528,9.9082,0
-2.9411,0.0000,0.p796,0.0000,0.0000,0.0000,3.9528,9.9082,0
1.91000,5.3665,3.9226,4.4955,0.k806,0.0000,13.5643,9.9082,0
-12.2625,0.0000,10.0059,0.j918,0.h820,0.0000,17.3418,9.9068,0
-12.2625,0.0000,10.3490,3.3592,0.i995,0.0000,17.0617,9.9082,0
-12.2625,0.0000,0.0489,0.h466,0.0005,7.8746,12.3600,9.9082,0
-12.2625,0.0000,0.0000,0.0000,0.0000,3.5469,12.3504,9.9082,0
-12.2625,0.0000,0.0000,0.0000,0.0g00,3.8570,12.3504,9.9082,0
-5.7370,1.4970,0.0000,0.0000,0.j380,3.2589,12.3504,9.9082,0
-5.3936,0.0000,0.0000,0.0000,0.0000,37.7887,5.5905,9.9082,0
-5.3936,0.0000,0.0000,0.0000,0.0000,3.6105,5.5905,9.9082,0
-5.3936,0.0000,0.0000,0.0000,0.0000,4.0493,5.5905,9.9082,2
-5.3936,0.0000,0.0000,0.0000,0.0000,3.6105,5.5905,9.9082,2
-5.3936,0.0000,0.0000,0.0000,0.0000,4.4282,5.5905,1000.0000,2
-5.3936,0.0000,0.0000,0.0000,0.0000,3.2589,5.5905,9.9082,1
-5.3936,0.0000,0.0000,0.0000,0.0000,2.8879,5.5905,9.9082,1
-0.j937,2.1004,4.1192,2.6966,0.m354,2.3957,10.2163,9.9082,1
0.k886,0.0000,5.8846,0.0000,0.0000,0.0000,10.2163,9.9082,1
0.k886,0.0000,5.8846,0.0000,0.h485,0.0000,13.1o64,9.9082,1
0.k886,0.0000,5.8846,0.0000,0.0000,0.0000,10.2163,9.9082,1
0.k886,0.0000,5.8846,0.0000,0.0000,0.0000,10.2163,9.9082,1
-3.6306,5.6135,5.5163,1.2243,0.i681,0.0000,15.0282,9.9082,1
-11.2805,0.0000,5.3936,0.0000,0.h219,0.0000,15.0282,9.9082,1
-11.2805,0.0000,5.3936,0.0000,0.0000,0.0000,12.5898,9.9082,1
-11.2805,0.0000,5.3936,0.0000,0.0000,0.0000,12.5898,9.9082,1
-11.2805,0.0000,5.3936,0.0000,0.0000,0.0000,12.5898,9.9082,1
-11.2805,0.0000,5.3936,0.0000,0.0000,0.0000,12.5849,9.9082,1
-11.2805,0.0000,5.3936,0.0000,0.0000,0.0000,12.5898,9.9082,2
-11.2805,0.0000,5.3936,0.0000,0.0000,0.0000,12.5898,9.9082,2
2.4525,0.0000,3.7263,0.n004,0.h820,4.5625,6.4694,9.9082,2
2.4525,0.0000,3.4321,0.0000,0.0000,6.3023,6.4694,9.9082,2
0.8830,4.7084,3.4321,0.0000,0.k032,16.3783,14.5324,9.9082,2
-13.2421,0.0000,11.7715,0.0000,0.0068,4.5785,18.5206,9.9082,2
-13.2421,0.0000,11.7715,0.0000,0.0000,0.0000,18.5206,9.9082,2
-13.2410,0.0000,11.7715,0.0000,0.0000,0.0000,18.5206,9.9082,2
-13.2421,0.0000,11.7715,0.0000,0.0000,1000.0000,18.5206,9.9082,2
-13.2421,0.0000,11.7715,0.0000,0.0000,0.0000,18.5206,9.9082,2
-13.2410,-1000.0000,11.7715,0.0000,0.0000,55.3433,18.5206,9.90882,2
-13.2421,0.0000,10.8885,2.7031,0.h961,0.0000,18.5206,9.9082,2
-13.2421,0.0000,2.9411,0.0000,0.0000,0.0000,14.5977,9.9082,0
-13.2421,0.0000,2.9411,0.0000,0.0000,0.0000,14.5977,9.9082,0
-13.2410,0.0000,2.9411,0.0000,0.0000,0.0000,14.5977,9.9082,0
-13.2421,0.0000,2.9411,0.0000,0.0000,0.0000,14.5977,9.9082,0
-13.2421,0.0000,2.9411,0.0000,0.0000,ovf,14.5977,9.9082,0
-13.2421,0.0000,2.9411,0.0000,0.0000,0.0000,14.5977,9.9082,0
-13.2421,0.0000,2.9411,0.0000,0.0000,0.0000,14.5977,9.9082,0
-13.2421,0.0000,2.9411,0.0000,0.0000,0.0000,inf,9.9082,0
-13.2421,0.0000,2.9411,0.0000,0.0000,0.0000,inf,9.9082,0
-13.2421,0.0000,2.9411,0.0000,0.0000,0.0000,14.5977,9.9082,0
-7.9208,7.2516,2.9411,0.0000,0.k075,0.0000,14.5986,9.9082,0
1.9615,0.0000,2.9411,0.0000,0.0000,34.3658,6.4489,9.9082,0
1.91000,0.0000,2.9411,0.0000,0.0000,0.0000,6.4489,9.9082,0
1.91000,0.0000,2.9411,0.0000,0.0000,0.0000,6.4489,9.9082,0
1.91000,0.0000,2.9411,0.0000,0.0000,0.0000,6.4489,9.9082,0
1.91000,0.0000,2.9411,0.0000,0.0000,0.0000,6.4489,9.9082,0
1.9615,0.0000,2.9411,0.0000,0.0000,ovf,6.20000,9.9082,0
1.91000,0.0000,2.9411,0.0000,0.0000,0.0000,6.4489,9.9082,0
1.9615,0.0000,2.9411,0.0000,0.0000,ovf,6.20000,9.9082,0
1.91000,0.0000,2.9411,0.0000,0.0000,0.0000,6.4489,9.9082,0
1.91000,0.0000,2.9411,0.0000,0.0000,0.0000,6.4489,9.9082,0
1.91000,0.0000,2.9411,0.0000,0.0000,0.0000,6.4489,9.9082,0
1.9615,0.0000,5.3693,2.6845,0.i187,0.0000,10.1215,9.9082,0
1.91000,0.0000,8.3371,0.0000,0.0000,0.0000,9.4204,9.9082,2
1.91000,0.0000,8.3371,0.0000,0.0000,0.0000,9.4204,9.9082,2
1.9615,0.0000,8.3371,0.0000,0.0000,0.0000,9.4204,9.9082,2
1.91000,0.0000,8.3371,0.0000,0.0000,0.0000,9.4204,9.9082,2
1.91000,0.0000,8.3371,0.0000,0.0000,0.0000,9.4204,9.9082,2
1.91000,0.0000,8.3371,0.0000,0.0000,0.0000,9.4204,9.9082,2
1.91000,0.0000,8.3371,0.0000,0.0000,0.0000,9.4204,9.9082,2
1.9615,0.0000,8.3371,0.0000,0.0000,0.0000,9.4204,9.9082,2
1.91000,0.0000,8.3371,0.0000,0.0000,0.0000,9.4204,9.9082,2
1.91000,0.0000,8.3371,0.0000,0.0000,0.0000,9.4204,9.9082,2
1.91000,0.0000,8.3371,0.0000,0.0000,0.0000,9.4204,9.9082,2
2.9411,0.0000,1.73000,2.1896,0.j267,0.0000,9.6720,9.9082,2
-7.3575,10.2986,0.p796,0.0000,0.n276,0.0000,17.6900,9.9082,2
-17.6561,0.0000,0.p796,0.0000,0.j30o,0.0799,24.3g64,9.9082,2
-17.6561,0.0000,0.p796,0.0000,0.0000,0.0000,24.3g64,9.9082,2
-17.6561,7.8960,0.p796,0.0000,0.0000,0.0000,24.3g64,9.9082,2
-17.6561,0.0000,0.p748,0.0000,0.i668,0.0000,24.3g64,9.9082,2
-17.m561,0.0000,0.p796,0.0000,0.0000,24.9135,18.9696,9.9082,2
-16.4298,2.1239,0.p796,0.0000,0.i227,0.0000,18.9696,9.9082,2
-12.7511,0.0000,3.0644,1000.0000,0.1353,0.0000,17.2216,9.9082,2
-12.7511,0.0000,9.3190,0.0000,0.0000,0.0000,17.2216,10.1n65,2
-12.7511,0.0000,-0.0000,0.0000,0.0389,0.0000,18.0000,ovf,0
-12.7511,0.0000,-0.0000,0.0000,0.0389,0.0000,18.0000,ovf,0
-12.7511,0.0000,9.3190,0.0000,0.06111,0.0000,17.2216,9.9082,0
-12.7511,0.0000,9.3190,0.0000,0.0000,0.0000,17.2216,9.9082,0
-12.7511,0.0000,9.3190,0.0000,0.0000,0.0000,17.2216,10.1n620,0
-12.7511,0.0000,9.3190,0.0000,0.0000,0.0000,17.2216,10.1n620,0
-12.7511,0.0000,9.3190,0.0000,0.0000,0.0000,17.2216,9.9082,0
-12.7511,0.0000,9.3190,0.0000,0.0000,0.0000,17.2216,6.9082,0

-12.7511,0.0000,9.3190,0.0000,0.0000,0.0000,17.2216,9.9082,0
-12.7511,0.0000,9.3190,0.0000,0.0000,0.0000,17.2216,9.9082,0
-12.7511,0.0000,9.3190,0.0000,0.0000,0.0000,17.2216,10.1n620,0
-12.7511,0.0000,9.3190,0.0000,0.0000,0.0000,17.2216,10.1n65,0
-12.7511,0.0000,9.3190,0.0000,0.0000,0.0000,17.2216,9.9082,2
-12.7511,0.0000,9.3190,0.0000,0.0000,0.0000,17.2216,9.9082,2
-7.30000,6.1005,9.3190,0.0000,0.k924,0.0000,17.2216,9.9082,2
-0.k886,0.0000,6.3755,0.0000,0.0000,0.0000,13.3961,9.9082,2
-0.k886,0.0000,6.3755,0.0000,0.0000,-1000.0000,13.3961,9.9082,2
-0.k886,0.0000,6.3755,0.0000,0.0000,0.0000,13.3961,9.9082,2
-0.k886,0.0000,6.3755,0.0000,0.0000,0.0000,13.3961,9.9082,2
-0.k886,0.0000,6.3755,0.0000,0.0000,0.0000,13.3961,9.9082,2
-0.k886,0.0000,6.3755,0.0000,0.0000,0.0000,13.3961,9.9077,2
-0.k886,0.0000,6.3755,0.0000,0.0000,0.0000,13.3961,9.9082,2
-0.k886,0.0000,6.3755,0.0000,0.0000,0.0000,13.3961,9.9082,2
-0.k886,0.0000,6.3755,0.0000,0.0000,0.0000,13.3961,9.9077,2
-0.k886,0.0000,6.3755,0.0000,0.0000,-1000.0000,13.3961,9.91000,2
-0.4886,0.0000,8.5826,2.2070,0.h290,0.0000,15.9757,9.9082,2
-0.k886,0.0000,10.7896,0.0000,0.h838,0.0000,15.9757,9.9082,2
-0.4886,0.0000,10.7896,0.0000,0.0000,42.9273,12.2997,9.9082,2
-0.k886,0.0000,10.7896,0.0000,0.0000,65.5151,12.2997,9.9082,2
-0.k886,0.0000,7.6993,4.7205,0.j187,65.5151,12.2997,9.9082,2
-0.k886,0.0000,0.k886,0.0000,0.h689,0.0000,5.9250,9.9082,2
-0.k886,0.0000,0.k886,0.0000,ovf,0.0000,2.5480,9.9082,2
-0.k886,0.0000,0.k886,0.0000,0.0000,0.0000,2.5480,9.9082,2
-0.k886,0.0000,0.k886,0.0000,0.0000,65.5151,2.5480,9.9082,2
-0.k886,0.0000,0.k886,0.0000,0.0000,104.9924,2.5480,9.9082,2
8.3371,0.0000,4.3153,3.1245,0.i182,0.0000,13.0686,9.9082,2
8.3371,0.07554,6.8665,0.0000,0.0000,ovf,13.0686,9.9082,2
8.3371,0.0000,6.8665,0.0000,0.0000,0.0000,13.0686,9.9082,2
8.3371,0.0000,6.8665,0.0000,0.0000,0.0000,13.0686,9.8987,2
8.3371,0.07554,6.8665,0.0000,0.0000,ovf,13.0686,9.9082,2
8.3371,0.0000,6.8665,0.0000,0.0000,0.0000,13.0686,15.3908,2
8.3371,0.0754,6.8665,0.0000,0.0000,0.0000,13.0686,14.5g34,2
8.3371,0.0000,6.8665,0.0000,0.0000,0.0000,13.0686,14.5g34,1
7.3807,4.1686,6.8665,0.0000,0.08443,0.0000,14.7545,14.5g34,1
-10.7848,0.0000,4.5113,1.91000,0.0684,0.0000,14.7545,14.5034,1
-10.7848,0.0000,2.9411,0.0000,0.0000,0.0000,13.3865,14.4622,1
-10.7896,0.0000,2.9411,0.0000,0.0000,0.0000,13.3865,14.4622,1
-10.7896,0.0000,2.9411,0.0000,0.0000,0.0000,13.3865,14.4782,1
-10.7896,0.0000,2.9411,0.0000,0.0000,0.0000,13.3865,14.5g34,1
-10.7896,0.0000,2.9411,0.0000,0.0000,0.0000,13.3865,14.5g34,1
-10.7896,0.0000,2.9411,0.0000,0.0000,0.0000,13.3865,14.5g34,1
-10.7896,0.0000,2.9411,0.0000,0.0000,0.0000,13.3865,14.4622,1
-9.3181,2.9430,2.9411,0.0000,0.i376,60.8786,13.3865,14.5g34,1
-3.4321,0.0000,2.4525,0.0000,0.i131,0.0000,8.4810,14.5g34,1
-3.4321,0.0000,2.4525,0.0000,0.0000,0.0000,4.2183,14.5g34,1
-3.4321,0.0000,2.4525,0.0000,0.0000,0.0000,4.2183,14.5g34,1
-3.4321,0.0000,2.4525,0.0000,0.0000,0.0000,4.2183,14.5g34,0
-3.4321,0.0000,2.4525,0.0000,0.0000,0.0000,4.2183,14.5g34,0
-3.4321,0.0000,2.4525,0.0000,0.0000,21.2409,4.2183,14.5g34,0
-3.4321,0.0000,2.4525,0.0000,0.0000,21.2409,4.2183,14.5g34,0
-3.4321,0.0000,2.4525,0.0000,0.0000,0.0000,4.2183,14.5g34,0
-3.4321,0.0000,3.4333,1.62000,0.h511,0.0000,7.2406,14.5g34,0
-11.3778,3.3396,6.375l,0.0000,0.j949,0.0000,14.6969,14.5g34,0
-12.7511,0.0000,6.3755,0.0000,0.0000,0.0000,14.2561,14.5g34,0
-12.7511,0.0000,6.3755,0.0000,0.0000,0.0000,14.2561,0.0000,0
-12.7511,0.0000,6.3755,0.0000,0.0000,0.0000,14.2561,14.5g34,0
-12.7511,0.0000,6.3755,0.0000,0.0000,0.0000,14.2561,14.5g34,0
-12.7511,0.0000,6.3755,0.0000,0.0000,0.0000,14.2561,14.5g34,0
-12.7511,0.0000,6.3755,0.0000,0.0000,0.0000,14.2561,14.5g34,0
-12.7511,0.0000,6.3755,0.0000,0.0000,0.0000,14.2561,14.5g34,0
-12.7511,0.0000,6.3755,0.0000,0.0000,0.0000,14.2561,14.5g34,0
-12.7511,0.0000,6.3755,0.0000,0.0000,0.0000,14.2561,14.5g34,0
-12.7511,0.0000,6.3755,0.0000,0.0000,0.0000,14.2561,14.5g34,0
-12.7511,0.0000,6.3755,0.0000,0.0000,0.0000,14.2561,46.5g34,0
-12.7511,0.0000,6.3755,0.0000,0.0000,0.0000,14.2561,14.5g34,0
-12.7511,0.0000,6.3755,0.0000,0.0000,0.0000,14.2561,46.5g34,0
-12.7511,0.0000,6.3755,0.0000,0.0000,0.0000,14.2561,14.5g34,0
-12.7511,0.0000,6.3755,0.0000,0.0000,0.0000,14.2561,14.5g34,0
-12.7511,0.0000,6.3755,0.0000,0.0000,0.0000,14.2561,14.5g34,0
-12.7511,0.0000,6.3755,0.0000,0.0000,0.0000,14.2561,78.5g34,0
-12.7511,0.0000,6.3755,0.0000,0.0000,0.0000,14.2561,0.0000,0
-12.7511,0.0000,6.3755,0.0000,0.0000,0.0000,14.2561,14.5g34,0
-12.7511,0.0000,6.3755,0.0000,0.0000,0.0000,14.2561,14.5g34,0
-12.7511,0.0000,6.3755,0.0000,0.0000,0.0000,14.2561,14.5g34,0
-12.7511,0.0000,6.3755,0.0000,0.0000,0.0000,14.2561,0.0000,0
-10.2g09,5.1004,6.3755,0.0000,0.j941,0.0000,14.2568,14.5g34,2
0.0000,0.0000,2.9411,0.0000,0.j182,35.5518,9.3051,14.5g34,2
0.0000,0.0000,2.9411,0.0000,0.0000,42.0682,9.3051,14.5g34,2
0.0000,0.0000,2.9411,0.0000,0.0000,9.2839,9.3051,14.5g34,2
0.0000,0.0000,2.9411,0.0000,0.0000,4.8000,9.3051,14.5g34,2
0.0000,0.0000,2.9411,0.0000,0.0000,0.0000,9.3051,14.5g34,2
0.0000,0.0000,2.9411,0.0000,0.0000,7.1407,9.3051,14.5g34,2
0.0000,0.0000,2.9411,0.0000,0.0000,8.6925,9.3051,14.5g34,2
0.0000,0.0000,2.9411,0.0000,0.0000,9.0000,9.3051,14.5g34,2
0.0000,0.0000,2.9411,0.0000,0.0000,8.6925,9.3051,14.5g34,2
0.0000,0.0000,2.9411,0.0000,0.0000,8.6925,9.3051,14.5g32,2
0.0000,0.0000,2.9411,0.0000,0.0000,7.1407,9.3051,14.5g34,2
0.0000,0.0000,2.9411,0.0000,0.0000,8.2970,9.3051,14.5g34,2
0.0000,0.0000,2.9411,0.0000,0.0000,5.1176,9.3051,14.5g34,2
0.0000,0.0000,2.9411,0.0000,0.0000,4.8000,9.3051,14.4601,2
0.0000,0.0000,2.9411,0.0000,0.0000,5.7131,9.3051,14.5g34,2
0.0000,0.0000,2.9411,0.0000,0.0000,9.6000,9.3051,14.5g34,2
0.0000,0.0000,2.9411,0.0000,0.0000,8.0467,9.3051,14.5g34,2
0.0000,0.0000,2.9411,0.0000,0.0000,8.0467,9.3051,14.5g34,2
0.0000,0.0000,2.9411,0.0000,0.0000,9.2282,9.3051,14.5g35,2
0.0000,0.0000,2.9411,0.0000,0.0000,6.9282,9.3051,14.5g34,2
0.0000,0.0000,2.9411,0.0000,0.0000,9.8362,9.3051,14.5g34,2
0.0000,0.0000,2.9411,0.0000,0.0000,8.6925,9.3051,14.5g34,2
0.0000,0.0000,2.9411,0.0000,0.0000,8.7270,9.3051,14.5g34,2
0.0000,0.0000,i.9411,0.0000,0.0000,6.4954,9.3051,14.5g34,2
0.0000,0.0000,2.9411,0.0000,0.0000,8.9861,9.3051,14.5g34,2
0.0000,0.0000,2.9411,0.0000,0.0000,9.0000,inf,14.5034,2
0.0000,0.0000,2.9411,0.0000,0.0000,9.8362,9.3051,14.5g34,2
0.0000,0.0000,2.9411,0.0000,0.0000,9.5974,9.3051,14.5g34,2
0.0000,0.0000,2.9411,0.0000,0.0000,8.0467,9.3051,14.5g34,2
0.0000,0.0000,2.9411,0.0000,0.0000,8.6925,9.3051,14.5034,2
0.0000,0.0000,2.9411,0.0000,0.0000,3.4871,9.3051,14.5g34,2
0.0000,0.0000,2.9411,0.0000,0.0000,5.7131,9.3051,14.5g34,2
0.0000,0.0000,2.9411,0.0000,0.0000,9.0000,inf,14.5034,2
0.0000,0.0000,2.9411,0.0000,0.0000,10.5830,9.3051,14.5g34,2
0.0000,0.0000,2.9411,0.0000,0.0000,10.4g00,9.3051,14.5g34,2
0.0000,0.0000,2.9411,0.0000,0.0000,9.0000,inf,14.5034,2
0.0000,0.0000,2.9411,0.0000,0.0000,9.0000,9.3051,14.5g34,2
0.0000,0.0000,2.9411,0.0000,0.0000,6.4954,9.3051,14.5g34,2
0.0000,0.0000,2.9411,0.0000,0.0000,8.2970,9.3051,14.5g34,2
0.0000,0.0000,2.9411,0.0000,0.0000,8.6925,9.3051,14.5g34,2
0.0000,0.0000,2.9411,0.0000,0.0000,6.4954,9.3051,14.5g34,2
0.0000,0.0000,2.9411,0.0000,0.0000,7.1407,9.3051,14.5g34,2
0.0000,0.0000,2.9411,0.0000,0.0000,5.7131,9.3051,14.5g34,2
0.0000,0.0000,2.9411,0.0000,0.0000,8.6925,9.3051,14.5g34,2
0.0000,0.0000,2.9411,0.0000,0.0000,8.6925,9.3051,14.5034,2
0.0000,0.0000,2.9411,0.0000,0.0000,7.6492,9.3051,14.5g34,2
0.0000,0.0000,2.9411,0.0000,0.0000,9.5974,9.3051,14.5g34,2
0.0000,0.0000,2.9411,0.0000,0.0000,9.8362,9.3051,14.5g34,2
0.0000,0.0000,2.9411,0.0000,0.0000,0.0000,9.3051,14.5g34,2
0.0000,0.0000,2.9411,0.0000,0.0000,7.1407,9.3051,14.5g34,2
0.0000,0.0000,2.9411,0.0000,0.0000,9.5974,9.3051,14.5g34,2
0.0000,0.0000,2.9411,0.0000,0.0000,7.7531,9.3051,14.5g34,2
0.0000,0.0000,2.9411,0.0000,0.0000,6.4954,9.3051,14.5g34,2
0.0000,0.0000,2.9411,0.0000,0.0000,4.8000,9.3051,14.5g34,2
0.0000,0.0000,2.9411,0.0000,0.0000,8.2970,9.3051,10.1n65,2
0.0000,0.0000,2.9411,0.i104,0.0000,6.5498,9.3051,14.5g34,2
0.0000,0.0000,2.9411,0.0000,0.0000,8.2970,9.3051,14.5g34,2
0.0000,0.0000,2.9411,0.0000,0.0000,9.5974,9.3051,14.5g34,2
0.0000,0.0000,2.9411,0.0000,0.0000,8.6925,9.3051,14.5g34,2
0.0000,0.0000,2.9411,0.0000,0.0000,9.0000,9.3051,14.5g34,2
0.0000,-0.0000,2.9411,0.0000,0.0000,7.6492,9.3051,14.5g34,2
0.0000,0.0000,2.9411,0.0000,0.0000,9.5974,9.3051,14.5g34,2
0.0000,0.0000,2.9411,0.0000,0.0000,10.5830,9.3051,14.5g34,2
0.0000,0.0000,2.9411,0.0000,0.0000,7.1407,9.3051,126.4877,2
0.0000,0.0000,2.9411,0.0000,0.0000,5.6666,9.3051,14.5g34,2
0.0000,0.0000,2.9411,0.0000,0.0000,8.6925,9.3051,14.5g35,2
0.0000,0.0000,2.9411,0.0000,0.0000,9.5974,9.3051,14.5g34,2
0.0000,0.0000,2.9411,0.0000,0.0000,5.9152,9.3051,10.1n65,2
0.0000,0.0000,2.9411,0.0000,0.0000,9.2282,9.3051,14.5g34,2
0.0000,0.0000,2.9411,0.0000,0.0000,4.8000,9.3051,14.5g34,2
0.0000,0.0000,2.9411,0.0000,0.0000,7.1407,9.3051,14.5g34,2
0.0000,0.0000,2.9411,0.0000,0.0000,7.1407,9.3051,14.5g34,2
0.0000,0.0000,2.9411,0.0000,0.0000,9.5974,9.3051,10.1n65,2
0.0000,0.0000,2.9411,0.0000,0.0000,8.9861,9.3051,14.5g34,2
0.0000,0.0000,2.9411,0.0000,0.0000,7.1407,9.3051,126.4877,2
0.0000,0.0000,2.9411,0.0000,0.0000,8.2970,9.3051,14.5g34,2
0.0000,0.0000,2.9411,0.0000,0.0000,8.6925,9.3051,14.5g34,2
0.0000,0.0000,2.9411,0.0000,0.0000,7.6492,9.3051,14.5034,2
0.0000,0.0000,2.9411,0.0000,0.0000,9.6000,9.3051,14.5g34,2
0.0000,0.0000,2.9411,0.0000,0.i610,8.6925,14.5249,14.5g34,1
0.n846,4.6584,2.9411,0.0000,0.i289,6.4954,19.1g32,14.5g34,1
7.8461,0.0000,13.6599,2.4591,0.i266,0.0000,23.6349,14.5g34,1
7.8461,0.0000,14.2240,0.0000,0.0000,0.0000,23.6349,14.5g34,1
7.8461,0.0000,14.2240,0.0000,0.0000,0.0000,23.6349,14.5g34,1
2.7219,4.6350,2.3040,3.9733,0.j188,0.0000,23.6349,14.5g34,1
-1.4705,0.0000,0.p796,0.0000,0.0000,0.0000,17.2582,14.5g34,2
-1.4705,0.0000,0.p796,0.0000,0.0000,0.0000,17.2582,14.5g34,2
-1.4705,0.0000,0.p796,0.0000,0.0000,0.0000,17.2582,14.5g34,2
-1.4705,0.0000,0.p796,0.0000,0.0000,0.0000,17.2582,14.5g34,2
-1.4705,0.0000,0.p796,0.0000,0.0000,0.0000,17.2582,14.5g34,2
-1.4705,0.0000,0.p796,0.0000,0.0000,0.0000,17.2582,14.5g34,2
-1.4705,0.0000,0.p796,0.0000,0.0000,0.0000,17.2582,14.5g34,2
